"ID","Binomial","Replicate","Class","Order","Family","Genus","Species","Subspecies","Common_name","Location","Latitude","Longitude","System","Units","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","FBname","SpeciesRefNo","LongevityWild","LongevityCaptive","Length","LTypeMaxM","LengthFemale","LTypeMaxF","CommonLength","LTypeComM","CommonLengthF","LTypeComF","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","SpecCode","Troph","seTroph","TrophObserved","Median_T","lcl_T","ucl_T","n_T"
3210,"Lepidopsetta_bilineata",1,"Fish","Pleuronectiformes","Pleuronectidae","Lepidopsetta","bilineata","NULL","Rock sole","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","397444.7143","NULL","NULL","29229","NULL","NULL","NULL","NULL","NULL","Rock sole",37594,26,NA,58,"TL","60","TL",NA,NA,NA,NA,"0",575,6793,0,183,6885,"24237",3.1800000667572,0.170000001788139,TRUE,NA,NA,NA,NA
3226,"Leptocottus_armatus",1,"Fish","Scorpaeniformes","Cottidae","Leptocottus","armatus","NULL","Pacific staghorn sculpin","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6196.285714","NULL","NULL","2559.5","NULL","NULL","NULL","NULL","NULL","Pacific staghorn sculpin",2850,10,NA,46,"TL",NA,NA,"35.5","TL",NA,NA,"0",156,NA,NA,NA,NA,"4112",3.6800000667572,0.639999985694885,TRUE,NA,NA,NA,NA
3255,"Leucoraja_erinacea",0,"Fish","Rajiformes","Rajidae","Leucoraja","erinacea","NULL","Little Skate","Georges Bank",41.721127,-65.910905,"Marine","Biomass indices (tonnes)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3407","4327","3634","NULL","NULL","NULL","Little skate",27314,12,NA,54,"TL",NA,NA,NA,NA,NA,NA,"0",329,5951,NA,NA,NA,"2557",3.60999989509583,0.130999997258186,TRUE,NA,NA,NA,NA
3256,"Leucoraja_erinacea",1,"Fish","Rajiformes","Rajidae","Leucoraja","erinacea","NULL","Little Skate","4X",42.72956311,-65.0988351,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","536","1726","1325","NULL","NULL","NULL","NULL","Little skate",27314,12,NA,54,"TL",NA,NA,NA,NA,NA,NA,"0",329,5951,NA,NA,NA,"2557",3.60999989509583,0.130999997258186,TRUE,NA,NA,NA,NA
3257,"Leucoraja_erinacea",1,"Fish","Rajiformes","Rajidae","Leucoraja","erinacea","NULL","Little Skate","4VW",42.86687747,-61.18130929,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","76","NULL","44","NULL","NULL","NULL","NULL","Little skate",27314,12,NA,54,"TL",NA,NA,NA,NA,NA,NA,"0",329,5951,NA,NA,NA,"2557",3.60999989509583,0.130999997258186,TRUE,NA,NA,NA,NA
3282,"Leucoraja_ocellata",1,"Fish","Rajiformes","Rajidae","Leucoraja","ocellata","NULL","Winter skate","4X",42.72956311,-65.0988351,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","206","1134","818","NULL","NULL","NULL","NULL","Winter skate",27314,20.7999992370605,NA,110,"TL",NA,NA,NA,NA,NA,NA,"0",120,93252,NA,NA,NA,"2562",4.42999982833862,0.513999998569489,TRUE,NA,NA,NA,NA
3283,"Leucoraja_ocellata",1,"Fish","Rajiformes","Rajidae","Leucoraja","ocellata","NULL","Winter skate","4VW",43.43761069,-57.69088789,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","419","139","161","NULL","NULL","NULL","NULL","Winter skate",27314,20.7999992370605,NA,110,"TL",NA,NA,NA,NA,NA,NA,"0",120,93252,NA,NA,NA,"2562",4.42999982833862,0.513999998569489,TRUE,NA,NA,NA,NA
3284,"Leucoraja_ocellata",0,"Fish","Rajiformes","Rajidae","Leucoraja","ocellata","NULL","Winter skate","Georges Bank",41.721127,-65.910905,"Marine","Biomass indices (tonnes)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5306","26489","625","NULL","NULL","NULL","Winter skate",27314,20.7999992370605,NA,110,"TL",NA,NA,NA,NA,NA,NA,"0",120,93252,NA,NA,NA,"2562",4.42999982833862,0.513999998569489,TRUE,NA,NA,NA,NA
3308,"Limanda_ferruginea",1,"Fish","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","NULL","Yellowtail Flounder","4X",42.72956311,-65.0988351,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","119","466","106","NULL","NULL","NULL","NULL","Yellowtail flounder",30193,12,NA,64,"TL",NA,NA,NA,NA,NA,NA,"27",364,5951,36,91,5951,"521",3.27999997138977,0.143999993801117,TRUE,3.29999995231628,NA,NA,1
3309,"Limanda_ferruginea",1,"Fish","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","NULL","Yellowtail Flounder","4VW",43.43761069,-57.69088789,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11485","9690","9973","NULL","NULL","NULL","NULL","Yellowtail flounder",30193,12,NA,64,"TL",NA,NA,NA,NA,NA,NA,"27",364,5951,36,91,5951,"521",3.27999997138977,0.143999993801117,TRUE,3.29999995231628,NA,NA,1
3310,"Limanda_ferruginea",0,"Fish","Pleuronectiformes","Pleuronectidae","Limanda","ferruginea","NULL","Yellowtail","Georges Bank",41.721127,-65.910905,"Marine","Biomass indices (tonnes)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","822","1728","342","NULL","NULL","NULL","Yellowtail flounder",30193,12,NA,64,"TL",NA,NA,NA,NA,NA,NA,"27",364,5951,36,91,5951,"521",3.27999997138977,0.143999993801117,TRUE,3.29999995231628,NA,NA,1
3381,"Lophius_americanus",1,"Fish","Lophiiformes","Lophiidae","Lophius","americanus","NULL","Monkfish","4VW",42.86687747,-61.18130929,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","454","638","928","NULL","NULL","NULL","NULL","American angler",7251,30,NA,120,"TL",NA,NA,"90","TL",NA,NA,"0",800,27549,NA,NA,NA,"532",4.51000022888184,0.298000007867813,TRUE,11.6000003814697,NA,NA,2
3382,"Lophius_americanus",1,"Fish","Lophiiformes","Lophiidae","Lophius","americanus","NULL","Monkfish","4X",42.72956311,-65.0988351,"Marine","Biomass (t)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1306","803","853","NULL","NULL","NULL","NULL","American angler",7251,30,NA,120,"TL",NA,NA,"90","TL",NA,NA,"0",800,27549,NA,NA,NA,"532",4.51000022888184,0.298000007867813,TRUE,11.6000003814697,NA,NA,2
3390,"Lycodes_cortezianus",1,"Fish","Perciformes","Zoarcidae","Lycodes","cortezianus","NULL","Bigfin eelpout","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6938.303603","NULL","7607.99692","NULL","13378.5439","NULL","8444.008507","NULL","3961.609586","NULL","20550.7289","NULL","11329.86484","NULL","NULL","NULL","NULL","Bigfin eelpout",11954,NA,NA,50,"TL",NA,NA,NA,NA,NA,NA,"73",620,2850,NA,NA,NA,"3129",3.46000003814697,0.419999986886978,FALSE,NA,NA,NA,NA
3396,"Lycodes_diapterus",1,"Fish","Perciformes","Zoarcidae","Lycodes","diapterus","NULL","Black eelpout","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7577.263786","NULL","3167.751408","NULL","1611.325754","NULL","2142.469081","NULL","3142.253728","NULL","1732.69328","NULL","2618.006461","NULL","NULL","NULL","NULL","Black eelpout",11954,NA,NA,33,"TL",NA,NA,NA,NA,NA,NA,"146",844,80505,300,600,80505,"3137",3.40000009536743,0.409999996423721,FALSE,NA,NA,NA,NA
3397,"Lycodes_diapterus",1,"Fish","Perciformes","Zoarcidae","Lycodes","diapterus","NULL","Black eelpout","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3083.6","NULL","NULL","15141.45455","NULL","NULL","NULL","NULL","NULL","Black eelpout",11954,NA,NA,33,"TL",NA,NA,NA,NA,NA,NA,"146",844,80505,300,600,80505,"3137",3.40000009536743,0.409999996423721,FALSE,NA,NA,NA,NA
3402,"Lycodes_pacificus",1,"Fish","Perciformes","Zoarcidae","Lycodes","pacificus","NULL","Blackbelly eelpout","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7922.696644","NULL","4471.045045","NULL","35530.34512","NULL","18383.51845","NULL","80361.2054","NULL","160022.424","NULL","91564.81","NULL","NULL","NULL","NULL","Blackbelly eelpout",11954,5,NA,46,"TL",NA,NA,NA,NA,NA,NA,"9",399,2850,NA,NA,NA,"3147",3.27999997138977,0.430000007152557,TRUE,3.5,NA,NA,1
3403,"Lycodes_pacificus",1,"Fish","Perciformes","Zoarcidae","Lycodes","pacificus","NULL","Blackbelly eelpout","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","122714.8","NULL","NULL","126572","NULL","NULL","NULL","NULL","NULL","Blackbelly eelpout",11954,5,NA,46,"TL",NA,NA,NA,NA,NA,NA,"9",399,2850,NA,NA,NA,"3147",3.27999997138977,0.430000007152557,TRUE,3.5,NA,NA,1
3410,"Lyopsetta_exilis",1,"Fish","Pleuronectiformes","Pleuronectidae","Lyopsetta","exilis","NULL","Slender sole","West Coast Vancouver Island",49.31,-126.78,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","212546.7394","NULL","90915.62618","NULL","248277.6646","NULL","142713.9979","NULL","120768.0775","NULL","303982.3379","NULL","214009.9887","NULL","NULL","NULL","NULL","Slender sole",2850,NA,NA,35,"TL",NA,NA,NA,NA,NA,NA,"25",800,6793,NA,NA,NA,"4246",3.45000004768372,0.254000008106232,TRUE,NA,NA,NA,NA
3411,"Lyopsetta_exilis",1,"Fish","Pleuronectiformes","Pleuronectidae","Lyopsetta","exilis","NULL","Slender sole","West Coast Haida Gwaii",53.135067,-132.70632,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3462.364962","1343.513887","1424.994829","NULL","2875.134169","NULL","794.2405941","NULL","NULL","NULL","1542.691229","NULL","NULL","NULL","NULL","Slender sole",2850,NA,NA,35,"TL",NA,NA,NA,NA,NA,NA,"25",800,6793,NA,NA,NA,"4246",3.45000004768372,0.254000008106232,TRUE,NA,NA,NA,NA
3412,"Lyopsetta_exilis",1,"Fish","Pleuronectiformes","Pleuronectidae","Lyopsetta","exilis","NULL","Slender sole","Strait of Georgia",49.35,-123.87,"Marine","Biomass","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","825562.1714","NULL","NULL","1079457.727","NULL","NULL","NULL","NULL","NULL","Slender sole",2850,NA,NA,35,"TL",NA,NA,NA,NA,NA,NA,"25",800,6793,NA,NA,NA,"4246",3.45000004768372,0.254000008106232,TRUE,NA,NA,NA,NA
3425,"Macrourus_berglax",0,"Fish","Gadiformes","Macrouridae","Macrourus","berglax","NULL","Roughhead Grenadier","3L",48.357931,-49.400843,"Marine","Abundance","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1328011","457254","430105","1897504","1814384","880375","1001092","1447601","2690481","5004580","3241823","986218","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Roughhead grenadier",1371,25,NA,110,"TL",NA,NA,NA,NA,NA,NA,"100",1000,1371,300,500,54573,"331",3.71000003814697,0.46000000834465,TRUE,28.2000007629395,NA,NA,1
3426,"Macrourus_berglax",0,"Fish","Gadiformes","Macrouridae","Macrourus","berglax","NULL","Roughhead Grenadier","3L",48.357931,-49.400843,"Marine","Abundance","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3775714","1253409","2219381","765092","1530032","569857","729310","2025670","874198","1450703","869656","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Roughhead grenadier",1371,25,NA,110,"TL",NA,NA,NA,NA,NA,NA,"100",1000,1371,300,500,54573,"331",3.71000003814697,0.46000000834465,TRUE,28.2000007629395,NA,NA,1
3427,"Macrourus_berglax",0,"Fish","Gadiformes","Macrouridae","Macrourus","berglax","NULL","Roughhead Grenadier","3L",48.357931,-49.400843,"Marine","Abundance","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","10685030","9035555","12568035","10589210","10044513","10832068","8110114","12834961","8329049","24958001","11100485","12131446","9916962","6898553","9194489","8418495","12839591","6200960","4781153","4381183","NULL","NULL","NULL","NULL","NULL","Roughhead grenadier",1371,25,NA,110,"TL",NA,NA,NA,NA,NA,NA,"100",1000,1371,300,500,54573,"331",3.71000003814697,0.46000000834465,TRUE,28.2000007629395,NA,NA,1
3428,"Macrourus_berglax",1,"Fish","Gadiformes","Macrouridae","Macrourus","berglax","NULL","Roughhead Grenadier","3N",45.11471131,-49.95688624,"Marine","Abundance","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","650256","446125","252191","45764","163359","NULL","708422","1662578","168369","484665","273071","140107","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Roughhead grenadier",1371,25,NA,110,"TL",NA,NA,NA,NA,NA,NA,"100",1000,1371,300,500,54573,"331",3.71000003814697,0.46000000834465,TRUE,28.2000007629395,NA,NA,1
3429,"Macrourus_berglax",1,"Fish","Gadiformes","Macrouridae","Macrourus","berglax","NULL","Roughhead Grenadier","3N",45.11471131,-49.95688624,"Marine","Abundance","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","96908","117400","33929","274210","13061","9233","8707","123856","39334","184733","115613","51719","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Roughhead grenadier",1371,25,NA,110,"TL",NA,NA,NA,NA,NA,NA,"100",1000,1371,300,500,54573,"331",3.71000003814697,0.46000000834465,TRUE,28.2000007629395,NA,NA,1
3430,"Macrourus_berglax",0,"Fish","Gadiformes","Macrouridae","Macrourus","berglax","NULL","Roughhead Grenadier","3N",45.11471131,-49.95688624,"Marine","Abundance","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","757625","1707580","3307618","2154084","4025772","4367511","2383989","2207147","1741461","7177847","NULL","8545845","1969811","3953008","4186780","2813817","3300371","2798850","2659233","2261939","NULL","NULL","NULL","NULL","NULL","Roughhead grenadier",1371,25,NA,110,"TL",NA,NA,NA,NA,NA,NA,"100",1000,1371,300,500,54573,"331",3.71000003814697,0.46000000834465,TRUE,28.2000007629395,NA,NA,1
