ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
567,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Miramichi,46.99527778,-65.56277778,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1928,210,75,89,317,234,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Murray River,46.018891,-62.511072,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,96,390,241,54,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
569,Ursus_arctos,0,Mammalia,Carnivora,Ursidae,Ursus,arctos,,Grizzly bear / Brown bear,"Chuckwalla-Ambach sampling area, Owikeno Lake, British Columbia",52.36667,-126.75,Terrestrial,Count index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.3,8.6,8.7,5,9.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
570,Ursus_arctos,0,Mammalia,Carnivora,Ursidae,Ursus,arctos,,Grizzly bear / Brown bear,"Neechanz-Genesee sampling area, Owikeno Lake, British Columbia",52.36667,-126.75,Terrestrial,Count index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.4,0.5,1.4,3.1,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
571,Martes_americana,0,Mammalia,Carnivora,Mustelidae,Martes,americana,NULL,American marten,Northeastern British Columbia,55.7,-121.8,Terrestrial,Density (no./kmÂ²),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,0.34,0.37,0.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
572,Graptemys_geographica,0,Reptilia,Testudines,Emydidae,Graptemys,geographica,,Northern map turtle,"Grand River, Ontario, Canada",42.85,-79.58333,Freshwater,Number of turtles,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,50,18,50,18,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
573,Graptemys_geographica,0,Reptilia,Testudines,Emydidae,Graptemys,geographica,,Northern map turtle,"Sydenham River, Ontario, Canada",42.55,-82.41667,Freshwater,Number of turtles,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,5,6,1,NULL,NULL,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
574,Graptemys_geographica,0,Reptilia,Testudines,Emydidae,Graptemys,geographica,NULL,Northern map turtle,"Thames River, Ontario, Canada",42.31778,-82.45056,Freshwater,Number of turtles,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,50,32,50,21,50,7,4,8,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Pictou,45.67583,-62.74132,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1765,235,376,563,528,524,137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
576,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Pinette,46.058533,-62.90725,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142,14,159,333,58,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Pokemouche,47.67109,-64.8083,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397,568,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
578,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Pugwash,45.8547,-63.66575,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1201,742,168,188,114,1243,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Richibouctou,46.665292,-64.861867,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,668,942,3895,2571,1150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
580,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,River Phillip,45.85055,-63.739472,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,821,466,588,3216,872,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
581,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Scoudouc River,46.218937,-64.554866,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8062,5215,1941,1258,2676,2561,576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Shediac River,46.273319,-64.56477,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1008,599,316,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
583,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Shippagan, New Brunswick",47.746584,-64.657552,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,544,128,165,317,650,619,1186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
584,Rana_pretiosa,0,Amphibia,Anura,Ranidae,Rana,pretiosa,,Oregon spotted frog,"Naval Radio Station Aldergrove, Mountain Slough and Maria Slough, British Columbia",49.05667,-122.47222,Freshwater,Adults at 3 sites,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204,NULL,NULL,294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
585,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Souris,46.36766,-62.28626,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,38,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
586,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"St-Louis de Kent, New Brunswick",46.75123,-64.951922,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7310,4899,2138,2075,6553,3201,1959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
587,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Summerside,46.383956,-63.758716,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,153,146,223,171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
588,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Tabusintac,47.341712,-64.965766,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1031,325,247,819,3223,1988,807,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
589,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Tatamagouche,45.760967,-63.188167,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
590,Eubalaena_glacialis,0,Mammalia,Cetacea,Balaenidae,Eubalaena,glacialis,NULL,North Atlantic right whale,"Western North Atlantic, Canada",53.5,-50,Marine,Individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255,NULL,NULL,NULL,NULL,NULL,295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
591,Myotis_lucifugus,0,Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,,Little brown bat,"Gandl Kâ??in Gwaayaay (Hotsprings Island), Haida Gwaii, British Columbia",53.25,-132.33333,Terrestrial,Estimated number of adult females,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,70,86,NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
592,Myotis_keenii,0,Mammalia,Chiroptera,Vespertilionidae,Myotis,keenii,,Keen's long-eared bat,"Gandl Kâ??in Gwaayaay (Hotsprings Island), Haida Gwaii, British Columbia",53.25,-132.33333,Terrestrial,Estimated number of adult females,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,41,40,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
593,Phocoena_phocoena,0,Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,,Harbour porpoise,"Bay of Fundy and Gulf of Maine, Canada",44,-67,Marine,Estimate of abundance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37500,67500,NULL,NULL,74000,NULL,NULL,NULL,89700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
594,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Tracadie,47.473463,-64.873712,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,107,103,161,118,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
595,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Trout River,46.46855,-63.446958,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7419,7432,2279,7168,6734,13415,9548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
596,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Antigonish, Nova Scotia",45.68314,-61.87121,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1346,NULL,NULL,696,NULL,NULL,NULL,NULL,NULL,NULL
597,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Basin Head, Prince Edward Island",46.383134,-62.11238,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL
598,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Bouctouche, New Brunswick",46.475972,-64.710486,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2530,NULL,NULL,783,NULL,NULL,NULL,NULL,NULL,NULL
599,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,Brackley/Covehead,46.42083333,-63.16583333,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,618,NULL,NULL,956,NULL,NULL,NULL,NULL,NULL,NULL
600,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Cape Jourimain, New Brunswick",46.136433,-63.802767,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
601,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Cap-Pele, New Brunswick",46.1827,-64.11454,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,795,NULL,NULL,544,NULL,NULL,NULL,NULL,NULL,NULL
602,Apeltes_quadracus,0,Actinopterygii,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,,Fourspine stickleback,"Caraquet, New Brunswick",47.777114,-65.029957,Marine,Number of individuals,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL
