ID,Binomial,Replicate,Class,Order,Family,Genus,Species,Subspecies,Common_name,Location,Latitude,Longitude,System,Units,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,FBname,SpecCode,SpeciesRefNo,LongevityWild,AgeMax,LongevityCaptive,Length,LTypeMaxM,LengthFemale,LTypeMaxF,CommonLength,LTypeComM,CommonLengthF,LTypeComF,Weight,WeightFemale,MaxWeightRef,Median_T,lcl_T,ucl_T,n_T,Herbivory2,DietTroph,DietSeTroph,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,Troph,seTroph,TrophObserved,MaxLength_TLonly
378,Anarhichas_lupus,1,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 2J3K, Northwest Atlantic Ocean (Fall survey, gear type 1)",52.054271,-52.757812,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.8923,8.3001,4.7117,4.2788,2.4383,2.6551,2.9569,2.1837,1.9287,1.3719,1.0242,1.1559,0.9472,0.5143,0.5223,0.2904,0.3834,0.1826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
379,Isurus_oxyrinchus,0,Elasmobranchii,Lamniformes,Lamnidae,Isurus,oxyrinchus,NULL,Shortfin mako,"Canadian Waters, North Western Atlantic",41,-58,Marine,Sharks per 1000 hooks,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.59,1.63,1.74,1.41,1.56,1.57,1.78,2.35,1.41,1.17,1.32,1.62,1.14,1.01,0.99,1.29,1.27,0.99,1.16,1.01,0.93,1.03,1.1,0.89,1.09,0.84,0.92,0.86,0.95,0.88,0.84,0.95,0.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Shortfin mako,752,247,32,32,NA,445,TL,NA,NA,270,TL,NA,NA,505760,NA,4699,14.8000001907349,10.1000003814697,22.3999996185303,10,mainly animals (troph. 2.8 and up),4.5,NA,Troph of adults from 1 study.,37512,4.32,0.78,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.51999998092651,0.589999973773956,FALSE,445
380,Lamna_nasus,0,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,NULL,Porbeagle shark,Northwest Atlantic,45,-58,Marine,Biomass (in 1000 tonnes),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.33,37.17,33.45,27.76,18.2,12.89,11.37,11.33,10.92,10.57,10.16,10.24,10.45,10.76,11.2,11.44,11.44,11.53,11.77,11.92,11.97,12.02,12.17,12.37,12.68,13,13.43,13.6,13.6,13.49,13.17,12.19,10.75,9.56,8.3,7.26,6.78,5.98,5.58,4.98,4.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Porbeagle,88,247,65,30,NA,350,TL,NA,NA,244,TL,NA,NA,230000,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),4.57,NA,Troph of adults from 1 study.,37512,4.36,0.69,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,4.46000003814697,0.579999983310699,FALSE,350
381,Acipenser_fulvescens,0,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,NULL,Lake sturgeon,Nutimik & Numao Lake,50.17389,-95.62111,Freshwater,CPUE no/gang/night,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,10.4,8.4,9.6,9,6.4,8,8.4,6.1,6,8,7,9,7.4,6,6.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lake sturgeon,2591,5723,152,NA,23.25,274,TL,NA,NA,97.5,TL,NA,NA,125000,NA,3672,49.9000015258789,NA,NA,2,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,3.27999997138977,0.49,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.27999997138977,0.490000009536743,TRUE,274
382,Cetorhinus_maximus,1,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,maximus,NA,Basking shark,Bay of Fundy,45,-65.8,Marine,Sightings Per Unit Effort,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,5,2,13,36,34,10,2,1,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Basking shark,90,247,NA,50,NA,1520,TL,980,TL,700,TL,NA,NA,4000000,NA,4645,17.7000007629395,NA,NA,1,mainly animals (troph. 2.8 and up),3.2,0.3,Troph of juv./adults from 1 study.,33559,3.31,0.32,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.20000004768372,0.300000011920929,TRUE,1520
384,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 3Ps, Northwest Atlantic Ocean (Spring survey, gear type 3)",46.711721,-56.383301,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.4729,0.5747,0.4928,3.2885,1.125,1.8798,2.0632,1.5936,2.5933,3.2461,NULL,1.7966,1.5923,2.388,1.7551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
387,Anarhichas_lupus,1,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 3Ps, Northwest Atlantic Ocean (Spring survey, gear type 2)",46.711721,-56.383301,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4352,0.4349,0.6387,0.3936,0.2505,0.1278,0.1683,0.1681,0.0862,0.1165,0.1265,0.1569,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
388,Anarhichas_lupus,1,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 3Ps, Northwest Atlantic Ocean (Spring survey, gear type 1)",46.711721,-56.383301,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.4909,4.6139,2.1654,3.3598,1.3195,2.4118,0.8103,1.1169,0.5255,1.6588,0.9756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
389,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 3LNO, Northwest Atlantic Ocean (Spring survey, gear type 3)",48.138699,-48.319336,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6583,0.7816,0.4853,0.8235,1.1823,0.8757,1.0605,0.8256,0.8364,2.0651,2.5672,2.0661,1.5651,0.7058,1.2488,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
391,Anarhichas_lupus,1,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 3LNO, Northwest Atlantic Ocean (Spring survey, gear type 2)",48.138699,-48.319336,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2938,0.4888,0.6019,0.889,0.7667,0.7263,0.7677,0.3691,0.2877,0.3291,0.4627,0.1255,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
393,Anarhichas_lupus,1,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO Division 3LNO, Northwest Atlantic Ocean (Spring survey, gear type 1)",48.138699,-48.319336,Marine,Number per tow (standardised index of relative abundance),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3537,1.0676,0.8429,0.4647,0.9872,0.9878,1.0702,0.9888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
394,Anarhichas_lupus,1,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,Scotian Shelf & Georges Bank (4VWX),41.90833,-61.36333,Marine,Mature Biomass index,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.8,6,7.5,5.5,3.7,11.8,5.4,10,5.3,5.9,8.6,7.7,8.6,6.5,5.5,4.3,2.6,4.4,3.9,2.5,2.5,1.5,1,1.8,1,2.5,3.9,3.8,2,1.5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
395,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 2G",59.28607579,-59.85363866,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.19443691,1.813559322,NULL,0.72,NULL,NULL,NULL,NULL,NULL,0.555555556,0.089285714,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
396,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 2H",56.47753448,-56.76630906,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,9.650047922,7.746666667,NULL,3.179216868,NULL,8,NULL,NULL,4.285714263,0.56302521,1.093220339,NULL,NULL,0.326086957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
397,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 2J",53.91049179,-53.8645951,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.571428571,10.48837209,NULL,5.005887293,3.130434783,11.4413875,8.515625,6.173691017,6.614140659,5.782939832,4.559259259,2.929245283,3.061550633,3.099236641,2.433564495,2.280383799,1.51426997,1.127659575,1.217741936,1.125,0.652173913,0.609589041,0.443301197,0.418181818,0.087378641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
398,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 3K",50.69532218,-52.12112237,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.307692308,1.888888889,NULL,3.685597197,4.285714286,1.59789472,NULL,6.285714286,8.119692954,5.003968254,4.203801466,2.345188677,2.554794521,2.556423432,1.936585366,1.746827411,1.10233813,0.840206186,0.953947368,0.647626582,0.462111801,1.186829751,0.665158371,0.427027027,0.165562914,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
399,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 3N",45.11471131,-49.95688624,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.08,0.210526316,0.305555556,0.651526259,0.625,0.575,0.565217391,0.2,0.370512821,0.46,0.765957447,0.26429453,1.774193548,NULL,0.764705882,0.390756303,1.476744186,0.739467305,0.744680851,0.884334983,0.968421053,0.516853933,1.043842362,0.6,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
400,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 3O",44.68377883,-52.78238297,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.271304697,NULL,NULL,0.42,NULL,0.350877212,0.65,0.240740741,0.228846154,0.259259259,0.695121951,0.2,0.333333333,0.012100824,0.347226581,0.41811259,0.130847968,0.370699893,0.543624161,0.482758621,0.404371585,0.521431938,0.210144928,0.225,0.217817565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
401,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 3Pn",47.36424828,-58.63551171,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,1,1.458333333,0.833333333,3.173202667,3,1.159375,2.2,0.25,0.45,0.384615385,NULL,0.297297297,0.307692308,0.25,1.076923077,1.147058824,0.658536585,0.3125,0.45,0.605263158,0.102272727,0.217236462,0.123456796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
402,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 3Ps",46.03458383,-55.99580924,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7463072,NULL,1.97826087,1.556818182,1.432989691,2.399073667,1.301587302,1.514963866,0.936094675,0.885416667,0.610091743,1.116883121,1.276785714,0.645887923,0.546461953,0.53687447,0.512958692,0.240212755,0.210045662,0.092419355,0.143859649,0.166857143,0.106380578,0.107279693,0.126373626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
403,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 4R",49.69673981,-58.45213759,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.95,1.025,1.155172414,0.916666667,1.550464421,2.368627467,0.617543867,1.732394366,1.205479452,1.054054054,0.334939155,NULL,0.411111107,0.988715266,1.129504561,1.392825858,1.425170061,1.902140651,1.409722227,0.875275934,0.222978082,0.260802465,0.208037837,0.357357378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
404,Mallotus_villosus,1,Actinopterygii,Osmeriformes,Osmeridae,Mallotus,villosus,NA,Capelin,"NAFO 0 to 4",60,-70,Marine,Tonnes (x10^3),NULL,NULL,NULL,NULL,NULL,15,15,10,10,5,5,5,5,5,5,5,5,5,5,5,5,10,75,175,185,360,355,225,85,30,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Capelin,252,2850,10,NA,NA,20,TL,25.200000762939453,TL,15,TL,NA,NA,52,NA,56475,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.15,0.086,Troph of juv./adults from 8 studies.,75133,3.19,0.4,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.15000009536743,0.0860000029206276,TRUE,20
406,Anarhichas_lupus,0,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,NA,Atlantic wolffish,"NAFO 4S",49.65203712,-62.06790167,Marine,Catch per tow,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.166666667,0.464285714,0.15,0.52941175,0.125,1.379385958,0.320754717,0.224489796,0.159090909,0.074074074,NULL,0.177777778,0.221367508,0.3707865,0.356823255,0.561244934,0.511047966,0.222222234,0.129395209,0.088461538,0.050766284,0.031481483,0.035087726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Atlantic wolffish,2501,4694,NA,22,NA,150,TL,NA,NA,NA,NA,NA,NA,23580,NA,40637,NA,NA,NA,NA,mainly animals (troph. 2.8 and up),3.55,NA,Troph of adults from 1 study.,37512,3.73,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,3.85999989509583,0.389999985694885,FALSE,150
